0,38.597,0,13.557,3.9727,5.5833,0,0,48.08,65.681,10.035,4.2969,4.3633,0.99219,2.5703,0,0,62.154,0,0,0,8.7617,7.8908,13.405,11.145,5.3554,1.1953,9.1685,2.7891,11.894,1.9453,6.5234,4.7617,0,0,0,0,10.008,1.8438,0,0,22.848,0,0,0,21.53,4.9297,0,0,1.2109,0,1.2031,0,0,0,2.5078,3.4233,0,4.2695,0,2.0156,9.2031,0,0,0,0,5.1312,0,0,0,0,0,1.8789,0,1.9375,19.336,0,0,0,21.125,0,2.6875,0,0,0,0
38.597,0,11.69,14.579,11.108,17.248,8.1924,11.039,10.075,37.81,42.171,37.536,66.946,25.324,21.684,0,3.0898,44.449,47.299,47.133,62.276,75.883,30.708,76.13,64.989,67.798,58.296,77.267,61.678,78.947,51.46,65.218,72.054,61.899,63.64,65.624,62.274,74.554,53.22,59.461,55.351,68.81,28.725,70.879,66.053,68.227,54.947,52.199,53.541,46.92,28.147,43.388,40.149,41.316,86.444,29.544,1.5781,51.763,107.34,85.801,55.149,48.773,15.68,13.335,15.703,100.77,5.0469,45.612,37.081,10.355,34.931,28.184,68.978,33.897,84.455,97.754,25.097,102.98,101.45,109.23,83.673,93.919,16.395,2.0156,14.584,37.644
0,11.69,0,9.4358,12.315,26.114,0.70312,4.0022,23.969,0,32.038,25.725,28.763,10.37,5.4609,0,14.846,11.438,41.193,57.567,38.764,6.1172,2.5234,31.954,59.496,65.612,86.855,30.687,35.628,23.025,33.501,85.627,37.307,52.718,53.374,42.294,51.134,14.694,47.515,79.943,44.818,96.974,34.009,47.682,53.546,76.447,74.198,49.974,48.593,14.578,19.417,38.023,3.2422,40.726,39.229,0,0,0,25.789,14.17,42.275,12.305,25.637,2.6484,48.787,15.547,1.4922,45.804,23.853,29.52,34.169,0,44.554,48.059,56.071,76.665,29.964,82.665,80.97,35.404,14.488,34.468,42.695,0,2.0352,20.158
13.557,14.579,9.4358,0,6.9936,35.114,5.4446,6.6417,13.55,6.5742,58.178,37.16,74.824,27.908,28.453,4.1152,13.307,51.512,57.196,58.611,56.265,92.804,36.944,77.354,74.532,64.861,82.93,88.242,34.99,91.89,18.401,55.9,77.856,75.415,39.459,47.13,41.899,91.203,51.267,77.945,48.94,95.88,32.04,54.224,58.612,78.571,36.651,50.076,56.251,39.918,26.16,9.7806,34.545,36.25,86.361,21.016,2.1953,32.495,129.08,95.421,63.326,64.57,8.0273,10.184,30.948,120.58,1.6172,52.768,40.099,20.429,49.671,35.133,96.967,32.357,93.461,113.11,26.893,102.01,97.976,123.56,93.47,105.96,15.829,11.926,10.465,32.626
3.9727,11.108,12.315,6.9936,0,30.601,8.6638,6.1392,8.4817,1.1172,15.493,16.432,31.305,25.514,14.773,5.9462,11.548,24.089,7.1414,2.6172,29.883,55.091,5.4609,58.756,70.268,51.303,42.217,78.409,20.539,73.145,7.1843,55.462,27.188,43.379,18.467,15.413,21.676,67.659,60.879,10.998,60.961,73.831,0.74219,48.525,64.114,81.311,44.524,48.941,4.7344,32.92,4.8464,18.303,15.151,3.5391,11.97,6.1797,0,11.844,46.013,32.632,18.831,12.168,2.0888,11.51,1.1426,31.894,1.2812,17.938,5.0234,0,10.953,8.4844,36.755,7.75,28.213,50.511,0.17188,18.398,22.687,57.335,43.219,43.837,0,0.92969,5.4062,15.032
5.5833,17.248,26.114,35.114,30.601,0,10.195,11.453,10.015,3.6146,24.884,4.2891,32.799,6.4824,28.383,2.6973,4.9141,21.426,13.539,32.003,12.561,70.417,18.326,28.158,72.529,34.445,17.83,67.934,17.875,38.402,59.314,47.695,12.995,5.2891,13.984,1.1953,6.7344,60.049,10.262,33.893,3.2578,55.007,35.426,60.339,93.269,78.204,44.204,39.22,22.975,40.141,9.0117,31.759,4.4453,0,14.574,45.708,2.5,35.01,49.6,24.131,26.891,48.318,4.8828,35.762,7.2787,14.559,6.1953,4.3906,2.4375,0,0,39.381,13.617,3.8203,11.738,52.107,5.4844,10.969,11.245,83.766,30.766,28.441,0,0,1.4297,13.562
0,8.1924,0.70312,5.4446,8.6638,10.195,0,2.0527,9.6225,0,0,0,4.2617,4.5312,0,0,3.125,3.3919,0,0,6.5547,9.8216,8.6412,23.33,8.3945,27.239,5.4,23.266,2.1276,47.087,9.7842,14.315,18.41,1.4609,0,0,2.0078,24.452,0,1.4844,0,13.352,3.2812,9.0195,4.0469,22.246,17.644,2.543,3.1719,21.707,0,5.6172,0,0,0,0,0,2.1328,0,1.1328,3.6172,2.5625,0,0,0,4.6562,0,0,0,0,0,0,0,0,0,5.3594,0,0,0,6.6016,0,2.2656,0,0,0,0.42188
0,11.039,4.0022,6.6417,6.1392,11.453,2.0527,0,4.8237,0,6.7643,15.389,19.286,7.6902,3.0781,0.53125,15.803,5.0068,1.2344,45.858,1.5469,5.5859,0,5.2656,1.7812,7.8027,46.415,6.8984,20.972,15.852,13.039,4.7852,6.7703,12.197,2.2266,4.4922,0.96875,12.02,2.5938,57.734,4.8906,82.221,20.38,20.031,50.542,24.335,2.9167,1.9961,9.9199,3.0703,0,16.925,0,26.039,4.6172,0,0,2.6641,3.4766,0.72656,20.465,2.5,14.532,6.1641,32.854,0,9.625,10.975,3.1719,2.7016,3.0293,0,4.9479,19.388,0.91406,35.557,22.935,14.641,45.9,3.0625,2.8438,1.5287,7.3597,1.9609,1.3516,14.194
48.08,10.075,23.969,13.55,8.4817,10.015,9.6225,4.8237,0,59.786,29.596,8.2422,33.264,19.017,21.625,3.3023,7.5799,18.19,26.325,15.864,62.132,89.917,13.294,66.739,79.275,51.658,61.919,88.153,25.585,82.16,6.5429,51.137,37.979,53.807,47.926,25.633,49.408,84.05,69.891,22.641,71.804,82.042,5.1436,85.039,75.125,86.568,51.787,64.777,10.422,45.607,9.8268,29.592,17.586,2.9857,27.904,8.8476,4.7292,23.16,87.547,56.211,39.26,38.24,3.7656,8.9518,3.9584,63.903,12.219,19.733,3.1797,1.875,0,8.2422,36.264,9.5391,53.03,83.478,3.1562,26.545,40.966,99.144,58.625,65.006,2.207,0,9.3476,28.385
65.681,37.81,0,6.5742,1.1172,3.6146,0,0,59.786,0,29.636,7.2363,20.366,4.6094,5.7083,0,0,45.728,0,0,0,2.7969,4.3333,4.7031,1.8984,5.75,2.2188,10.469,0,0,0,2.8438,5.2383,0,0,0,0,3.6484,4.0078,0,0,12.359,0,0,0,6.3203,2.793,2.1172,0,0,2.7031,0,0,0,0,15.312,8.0789,10.839,27.873,6.3738,31.646,30.206,0,8.3281,0,0.96875,8.3469,1.9219,0,2.625,0,6.3359,12.111,1.4648,3.0625,56.251,0,0,2.8789,72.978,2.9953,5.8594,0,0,0.65625,2.8984
